source_image_name,source_image_relative_path,source_image_absolute_path,model,runtime_seconds,output_json,sign_type,surface_condition,dirty_count,overall_readability,evidence,dirty_areas,error,sign_key,reference_image_name,reference_image_absolute_path,warning
speed30_impurity_25.png,speed30_impurity_25.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\SPEED_LIMIT_30\31.5.2026\speed30_impurity_25.png,gemma4:e2b-it-q4_K_M,8.071,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\speed limit 30\speed_limit_30__speed30_impurity_25.png.json,speed_limit_30,not_clean,1,partially_affected,Image B shows visible surface anomalies compared with the clean reference Image A.,"[{""location"": ""center"", ""type"": ""contamination""}]",,speed_limit_30,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\SPEED_LIMIT_30\standard.png,
speed30_impurity_31.png,speed30_impurity_31.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\SPEED_LIMIT_30\31.5.2026\speed30_impurity_31.png,gemma4:e2b-it-q4_K_M,9.366,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\speed limit 30\speed_limit_30__speed30_impurity_31.png.json,speed_limit_30,not_clean,1,partially_affected,"Image B contains visible surface anomalies, specifically a sticker placed across the center of the sign.","[{""location"": ""center"", ""type"": ""sticker""}]",,speed_limit_30,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\SPEED_LIMIT_30\standard.png,
speed30_impurity_35.png,speed30_impurity_35.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\SPEED_LIMIT_30\31.5.2026\speed30_impurity_35.png,gemma4:e2b-it-q4_K_M,9.858,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\speed limit 30\speed_limit_30__speed30_impurity_35.png.json,speed_limit_30,not_clean,1,partially_affected,Image B shows a noticeable discoloration or texture difference compared to the clean reference Image A.,"[{""location"": ""center"", ""type"": ""discoloration""}]",,speed_limit_30,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\SPEED_LIMIT_30\standard.png,
stop_clean_1.png,stop_clean_1.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_clean_1.png,gemma4:e2b-it-q4_K_M,5.85,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_clean_1.png.json,stop,clean,0,not_affected,Image B is clean and matches the clean reference.,[],,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_clean_106.png,stop_clean_106.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_clean_106.png,gemma4:e2b-it-q4_K_M,9.246,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_clean_106.png.json,stop,not_clean,1,partially_affected,Image B shows visible surface anomalies compared with the clean reference Image A.,"[{""location"": ""center"", ""type"": ""contamination""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_clean_4.png,stop_clean_4.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_clean_4.png,gemma4:e2b-it-q4_K_M,8.686,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_clean_4.png.json,stop,not_clean,1,partially_affected,Image B shows visible surface anomalies compared with the clean reference.,"[{""location"": ""center"", ""type"": ""contamination""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_clean_43.png,stop_clean_43.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_clean_43.png,gemma4:e2b-it-q4_K_M,9.426,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_clean_43.png.json,stop,not_clean,1,partially_affected,Image B shows visible discoloration and texture differences compared to the clean reference Image A.,"[{""location"": ""center"", ""type"": ""discoloration""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_clean_90.png,stop_clean_90.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_clean_90.png,gemma4:e2b-it-q4_K_M,5.016,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_clean_90.png.json,stop,not_clean,1,partially_affected,"Image B shows visible surface anomalies compared with the clean reference, specifically discoloration or texture issues on the sign surface.","[{""location"": ""center"", ""type"": ""discoloration""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_impurity_0.png,stop_impurity_0.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_impurity_0.png,gemma4:e2b-it-q4_K_M,7.864,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_impurity_0.png.json,stop,not_clean,3,severely_affected,Image B shows visible surface anomalies compared with the clean reference Image A.,"[{""location"": ""top_left"", ""type"": ""sticker""}, {""location"": ""top_right"", ""type"": ""sticker""}, {""location"": ""bottom_right"", ""type"": ""sticker""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_impurity_10.png,stop_impurity_10.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_impurity_10.png,gemma4:e2b-it-q4_K_M,7.728,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_impurity_10.png.json,stop,not_clean,1,partially_affected,Image B shows significant discoloration and texture issues compared to the clean reference Image A.,"[{""location"": ""center"", ""type"": ""discoloration""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_impurity_116.png,stop_impurity_116.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_impurity_116.png,gemma4:e2b-it-q4_K_M,7.397,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_impurity_116.png.json,stop,not_clean,1,partially_affected,Image B shows visible surface anomalies compared to the clean reference Image A.,"[{""location"": ""bottom_right"", ""type"": ""contamination""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_impurity_25.png,stop_impurity_25.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_impurity_25.png,gemma4:e2b-it-q4_K_M,7.178,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_impurity_25.png.json,stop,not_clean,1,partially_affected,Image B shows visible surface anomalies compared with the clean reference Image A.,"[{""location"": ""center"", ""type"": ""contamination""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
stop_impurity_68.png,stop_impurity_68.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\31.5.2026\stop_impurity_68.png,gemma4:e2b-it-q4_K_M,8.047,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\results\task1_comparison\2026-06-02_full\improved\json\stop\stop__stop_impurity_68.png.json,stop,not_clean,1,partially_affected,Image B shows visible surface anomalies compared with the clean reference Image A.,"[{""location"": ""bottom_right"", ""type"": ""contamination""}]",,stop,standard.png,D:\Automotive Systems课件\1.Semester\DACAITI\codex\DCAITI\data\data\Task1_sign_impurity\STOP\standard.png,
